identifier	srp	srr	srz	replicate	protocol	organism	sample type	cell type	clone_individual	strain	genotype	construct	baseline_control_expt	treatment type	treatment	times	timecourse	library prep	spike in	notes	experimentally not usable	curator 1	curator 2	published	bibtex	author	year	last author	doi	single_paired	rcomp	other data	atac seq	rna seq	chip seq	three d	other seq
Wang2019identification	SRP167263	SRR8137173		rep1	PRO-seq	H. sapiens	cell line	K562					baseline	no treatment			0	ligation	None		0	Lynn	Robin	1	Wang2019	Wang	2019	Danko	10.1101/gr.238279.118	single	1	1	1	0	0	0	0
Schaukowitch2017intrinsic	SRP094701	SRR5084317		rep1	GRO-seq	M. musculus	primary cell	cortical neuron					control	no treatment			1	circularization	None		0	Chi	Jacob	1	Schaukowitch2017intrinsic	Schaukowitch	2017	Kim	10.1016/j.celrep.2017.01.033	single	0	1	0	1	0	0	0
Schaukowitch2017intrinsic	SRP094701	SRR5084318		rep1	GRO-seq	M. musculus	primary cell	cortical neuron					experimental	treatment	tetrodotoxin	-30,0,min	1	circularization	None		0	Chi	Jacob	1	Schaukowitch2017intrinsic	Schaukowitch	2017	Kim	10.1016/j.celrep.2017.01.033	single	0	1	0	1	0	0	0
Schaukowitch2017intrinsic	SRP094701	SRR5084319		rep1	GRO-seq	M. musculus	primary cell	cortical neuron					experimental	treatment	tetrodotoxin	-2,0,hr	1	circularization	None		0	Chi	Jacob	1	Schaukowitch2017intrinsic	Schaukowitch	2017	Kim	10.1016/j.celrep.2017.01.033	single	0	1	0	1	0	0	0
Schaukowitch2017intrinsic	SRP094701	SRR5084320		rep1	GRO-seq	M. musculus	primary cell	cortical neuron					experimental	treatment	tetrodotoxin	-4,0,hr	1	circularization	None		0	Chi	Jacob	1	Schaukowitch2017intrinsic	Schaukowitch	2017	Kim	10.1016/j.celrep.2017.01.033	single	0	1	0	1	0	0	0
Schaukowitch2017intrinsic	SRP094701	SRR5084321		rep2	GRO-seq	M. musculus	primary cell	cortical neuron					control	no treatment			1	circularization	None		0	Chi	Jacob	1	Schaukowitch2017intrinsic	Schaukowitch	2017	Kim	10.1016/j.celrep.2017.01.033	single	0	1	0	1	0	0	0
Schaukowitch2017intrinsic	SRP094701	SRR5084322		rep2	GRO-seq	M. musculus	primary cell	cortical neuron					experimental	treatment	tetrodotoxin	-30,0,min	1	circularization	None		0	Chi	Jacob	1	Schaukowitch2017intrinsic	Schaukowitch	2017	Kim	10.1016/j.celrep.2017.01.033	single	0	1	0	1	0	0	0
Schaukowitch2017intrinsic	SRP094701	SRR5084323		rep2	GRO-seq	M. musculus	primary cell	cortical neuron					experimental	treatment	tetrodotoxin	-2,0,hr	1	circularization	None		0	Chi	Jacob	1	Schaukowitch2017intrinsic	Schaukowitch	2017	Kim	10.1016/j.celrep.2017.01.033	single	0	1	0	1	0	0	0
Schaukowitch2017intrinsic	SRP094701	SRR5084324		rep2	GRO-seq	M. musculus	primary cell	cortical neuron					experimental	treatment	tetrodotoxin	-4,0,hr	1	circularization	None		0	Chi	Jacob	1	Schaukowitch2017intrinsic	Schaukowitch	2017	Kim	10.1016/j.celrep.2017.01.033	single	0	1	0	1	0	0	0
Heinaniemi2016transcription	SRP056832	SRR1951428	SRZ1951428	rep1a	GRO-seq	H. sapiens	cell line	REH					control	no treatment			1	circularization	None	Control for 24 hr co-cultures; REH (ACC-20) cell line is ALL leukemia cell line 	0	Chi	Mary	1		Heinaniemi	2016	Lohi	10.7554/eLife.13087	single	0	1	0	0	1	0	0
Heinaniemi2016transcription	SRP056832	SRR1951429	SRZ1951428	rep1b	GRO-seq	H. sapiens	cell line	REH					control	no treatment			1	circularization	None	Control for 24 hr co-cultures; REH (ACC-20) cell line is ALL leukemia cell line 	0	Chi	Mary	1		Heinaniemi	2016	Lohi	10.7554/eLife.13087	single	0	1	0	0	1	0	0
Heinaniemi2016transcription	SRP056832	SRR1951430	SRZ1951430	rep2a	GRO-seq	H. sapiens	cell line	REH					control	no treatment			1	circularization	None	Control for 24 hr co-cultures; REH (ACC-20) cell line is ALL leukemia cell line 	0	Chi	Mary	1		Heinaniemi	2016	Lohi	10.7554/eLife.13087	single	0	1	0	0	1	0	0
Heinaniemi2016transcription	SRP056832	SRR1951431	SRZ1951430	rep2b	GRO-seq	H. sapiens	cell line	REH					control	no treatment			1	circularization	None	Control for 24 hr co-cultures; REH (ACC-20) cell line is ALL leukemia cell line 	0	Chi	Mary	1		Heinaniemi	2016	Lohi	10.7554/eLife.13087	single	0	1	0	0	1	0	0
Heinaniemi2016transcription	SRP056832	SRR1951432		rep1	GRO-seq	H. sapiens	cell line	REH					control	no treatment			1	circularization	None	Control for 48 hr co-cultures; REH (ACC-20) cell line is ALL leukemia cell line 	0	Chi	Mary	1		Heinaniemi	2016	Lohi	10.7554/eLife.13087	single	0	1	0	0	1	0	0
Heinaniemi2016transcription	SRP056832	SRR1951433	SRZ1951433	rep1a	GRO-seq	H. sapiens	cell line	REH					experimental	treatment	stromal cell co-culture	-24,0,hr	1	circularization	None	REH (ACC-20) cell line is ALL leukemia cell line 	0	Chi	Mary	1		Heinaniemi	2016	Lohi	10.7554/eLife.13087	single	0	1	0	0	1	0	0
Heinaniemi2016transcription	SRP056832	SRR4782130	SRZ1951433	rep1b	GRO-seq	H. sapiens	cell line	REH					experimental	treatment	stromal cell co-culture	-24,0,hr	1	circularization	None	REH (ACC-20) cell line is ALL leukemia cell line 	0	Chi	Mary	1		Heinaniemi	2016	Lohi	10.7554/eLife.13087	single	0	1	0	0	1	0	0
Heinaniemi2016transcription	SRP056832	SRR1951434		rep2	GRO-seq	H. sapiens	cell line	REH					experimental	treatment	stromal cell co-culture	-24,0,hr	1	circularization	None	REH (ACC-20) cell line is ALL leukemia cell line 	0	Chi	Mary	1		Heinaniemi	2016	Lohi	10.7554/eLife.13087	single	0	1	0	0	1	0	0
Heinaniemi2016transcription	SRP056832	SRR1951435		rep1	GRO-seq	H. sapiens	cell line	REH					experimental	treatment	stromal cell co-culture	-48,0,hr	1	circularization	None	REH (ACC-20) cell line is ALL leukemia cell line 	0	Chi	Mary	1		Heinaniemi	2016	Lohi	10.7554/eLife.13087	single	0	1	0	0	1	0	0
Heinaniemi2016transcription	SRP056832	SRR1951436		rep1	GRO-seq	H. sapiens	cell line	REH					experimental	treatment	differentiated (A) stromal cell co-culture	-24,0,hr	0	circularization	None	REH (ACC-20) cell line is ALL leukemia cell line 	0	Chi	Mary	1		Heinaniemi	2016	Lohi	10.7554/eLife.13087	single	0	1	0	0	1	0	0
Heinaniemi2016transcription	SRP056832	SRR1951437		rep1	GRO-seq	H. sapiens	cell line	REH					experimental	treatment	differentiated (O) stromal cell co-culture	-24,0,hr	0	circularization	None	REH (ACC-20) cell line is ALL leukemia cell line 	0	Chi	Mary	1		Heinaniemi	2016	Lohi	10.7554/eLife.13087	single	0	1	0	0	1	0	0
Heinaniemi2016transcription	SRP056832	SRR1951426		rep1	GRO-seq	H. sapiens	cell line	Nalm6					control	no treatment			0	circularization	None	Nalm6 (ACC-128) is ALL leukemia cell line 	0	Chi	Mary	1		Heinaniemi	2016	Lohi	10.7554/eLife.13087	single	0	1	0	0	1	0	0
Heinaniemi2016transcription	SRP056832	SRR1951427		rep1	GRO-seq	H. sapiens	cell line	Nalm6					experimental	treatment	stromal cell co-culture	-24,0,hr	0	circularization	None	Nalm6 (ACC-128) is ALL leukemia cell line 	0	Chi	Mary	1		Heinaniemi	2016	Lohi	10.7554/eLife.13087	single	0	1	0	0	1	0	0
Salony2016akt	SRP062229	SRR2153512		rep1	GRO-seq	H. sapiens	cell line	HCT116					experimental	treatment	AKTi-1/2(20 microM)	-72,0,hr	0	ligation	None		0	Sam	Jessica	1	Salony2016akt	Salony	2016	Ramaswamy	10.1158/1535-7163.MCT-15-0414	single	0	1	0	1	0	0	1
Salony2016akt	SRP062229	SRR2153511		rep2	GRO-seq	H. sapiens	cell line	MCF7					control	vehicle	DMSO	-72,0,hr	0	ligation	None		0	Sam	Jessica	1	Salony2016akt	Salony	2016	Ramaswamy	10.1158/1535-7163.MCT-15-0414	single	0	1	0	1	0	0	1
Salony2016akt	SRP062229	SRR2153513		rep2	GRO-seq	H. sapiens	cell line	HCT116					experimental	treatment	AKTi-1/2(20 microM)	-72,0,hr	0	ligation	None		0	Sam	Jessica	1	Salony2016akt	Salony	2016	Ramaswamy	10.1158/1535-7163.MCT-15-0414	single	0	1	0	1	0	0	1
Salony2016akt	SRP062229	SRR2153510		rep1	GRO-seq	H. sapiens	cell line	MCF7					control	vehicle	DMSO	-72,0,hr	0	ligation	None		0	Sam	Jessica	1	Salony2016akt	Salony	2016	Ramaswamy	10.1158/1535-7163.MCT-15-0414	single	0	1	0	1	0	0	1
Salony2016akt	SRP062229	SRR2153509		rep2	GRO-seq	H. sapiens	cell line	MCF7					experimental	treatment	AKTi-1/2(2 microM)	-72,0,hr	0	ligation	None		0	Sam	Jessica	1	Salony2016akt	Salony	2016	Ramaswamy	10.1158/1535-7163.MCT-15-0414	single	0	1	0	1	0	0	1
Salony2016akt	SRP062229	SRR2153514		rep1	GRO-seq	H. sapiens	cell line	HCT116					control	vehicle	DMSO	-72,0,hr	0	ligation	None		0	Sam	Jessica	1	Salony2016akt	Salony	2016	Ramaswamy	10.1158/1535-7163.MCT-15-0414	single	0	1	0	1	0	0	1
Salony2016akt	SRP062229	SRR2153515		rep2	GRO-seq	H. sapiens	cell line	HCT116					control	vehicle	DMSO	-72,0,hr	0	ligation	None		0	Sam	Jessica	1	Salony2016akt	Salony	2016	Ramaswamy	10.1158/1535-7163.MCT-15-0414	single	0	1	0	1	0	0	1
Salony2016akt	SRP062229	SRR2153508		rep1	GRO-seq	H. sapiens	cell line	MCF7					experimental	treatment	AKTi-1/2(2 microM)	-72,0,hr	0	ligation	None		0	Sam	Jessica	1	Salony2016akt	Salony	2016	Ramaswamy	10.1158/1535-7163.MCT-15-0414	single	0	1	0	1	0	0	1
Parikh2018critical	SRP144784 	SRR7128402		rep1	GRO-seq	D. melanogaster	tissue	ovary				shRNA luciferase	control	no treatment			0	ligation	None		0	Lynn	Joe	1	Parikh2018critical	Parikh	2018	Gangaraju	10.1074/jbc.AC118.003264	single	0	1	0	1	0	0	1
Parikh2018critical	SRP144784 	SRR7128403		rep2	GRO-seq	D. melanogaster	tissue	ovary				shRNA luciferase	control	no treatment			0	ligation	None		0	Lynn	Joe	1	Parikh2018critical	Parikh	2018	Gangaraju	10.1074/jbc.AC118.003264	single	0	1	0	1	0	0	1
Parikh2018critical	SRP144784 	SRR7128404		rep1	GRO-seq	D. melanogaster	tissue	ovary				shRNA Nup358	experimental	no treatment			0	ligation	None		0	Lynn	Joe	1	Parikh2018critical	Parikh	2018	Gangaraju	10.1074/jbc.AC118.003264	single	0	1	0	1	0	0	1
Parikh2018critical	SRP144784 	SRR7128405		rep2	GRO-seq	D. melanogaster	tissue	ovary				shRNA Nup358	experimental	no treatment			0	ligation	None		0	Lynn	Joe	1	Parikh2018critical	Parikh	2018	Gangaraju	10.1074/jbc.AC118.003264	single	0	1	0	1	0	0	1
Chen2018rna	SRP099055	SRR6427123	SRZ6427123	rep1a	GRO-seq	M. musculus	primary cell	splenic B cell				shRNA Rod1	experimental	treatment	lipopolysaccharide(5 microg/mL)	-3,0,day	0	circularization	None	Biological replicates clearly labeled, assumed two runs per bio rep were technical replicates	0	Lynn	Jessica	1	Chen2018rna	Chen	2018	Xue	10.1038/s41422-018-0076-9	single	0	1	0	0	0	0	1
Chen2018rna	SRP099055	SRR6427124	SRZ6427123	rep1b	GRO-seq	M. musculus	primary cell	splenic B cell				shRNA Rod1	experimental	treatment	lipopolysaccharide(5 microg/mL)	-3,0,day	0	circularization	None	Biological replicates clearly labeled, assumed two runs per bio rep were technical replicates	0	Lynn	Jessica	1	Chen2018rna	Chen	2018	Xue	10.1038/s41422-018-0076-9	single	0	1	0	0	0	0	1
Chen2018rna	SRP099055	SRR6427125	SRZ6427125	rep2a	GRO-seq	M. musculus	primary cell	splenic B cell				shRNA Rod1	experimental	treatment	lipopolysaccharide(5 microg/mL)	-3,0,day	0	circularization	None	Biological replicates clearly labeled, assumed two runs per bio rep were technical replicates	0	Lynn	Jessica	1	Chen2018rna	Chen	2018	Xue	10.1038/s41422-018-0076-9	single	0	1	0	0	0	0	1
Chen2018rna	SRP099055	SRR6427126	SRZ6427125	rep2b	GRO-seq	M. musculus	primary cell	splenic B cell				shRNA Rod1	experimental	treatment	lipopolysaccharide(5 microg/mL)	-3,0,day	0	circularization	None	Biological replicates clearly labeled, assumed two runs per bio rep were technical replicates	0	Lynn	Jessica	1	Chen2018rna	Chen	2018	Xue	10.1038/s41422-018-0076-9	single	0	1	0	0	0	0	1
Chen2018rna	SRP099055	SRR6427127	SRZ6427127	rep1a	GRO-seq	M. musculus	primary cell	splenic B cell					control	treatment	lipopolysaccharide(5 microg/mL)	-3,0,day	0	circularization	None	Biological replicates clearly labeled, assumed two runs per bio rep were technical replicates	0	Lynn	Jessica	1	Chen2018rna	Chen	2018	Xue	10.1038/s41422-018-0076-9	single	0	1	0	0	0	0	1
Chen2018rna	SRP099055	SRR6427128	SRZ6427127	rep1b	GRO-seq	M. musculus	primary cell	splenic B cell					control	treatment	lipopolysaccharide(5 microg/mL)	-3,0,day	0	circularization	None	Biological replicates clearly labeled, assumed two runs per bio rep were technical replicates	0	Lynn	Jessica	1	Chen2018rna	Chen	2018	Xue	10.1038/s41422-018-0076-9	single	0	1	0	0	0	0	1
Chen2018rna	SRP099055	SRR6427129	SRZ6427129	rep2a	GRO-seq	M. musculus	primary cell	splenic B cell					control	treatment	lipopolysaccharide(5 microg/mL)	-3,0,day	0	circularization	None	Biological replicates clearly labeled, assumed two runs per bio rep were technical replicates	0	Lynn	Jessica	1	Chen2018rna	Chen	2018	Xue	10.1038/s41422-018-0076-9	single	0	1	0	0	0	0	1
Chen2018rna	SRP099055	SRR6427130	SRZ6427129	rep2b	GRO-seq	M. musculus	primary cell	splenic B cell					control	treatment	lipopolysaccharide(5 microg/mL)	-3,0,day	0	circularization	None	Biological replicates clearly labeled, assumed two runs per bio rep were technical replicates	0	Lynn	Jessica	1	Chen2018rna	Chen	2018	Xue	10.1038/s41422-018-0076-9	single	0	1	0	0	0	0	1
Stengel2019histone	SRP194280	SRR8992357		rep1	PRO-seq	H. sapiens	cell line	SUDHL4					experimental	treatment	RGFP966(10 microM)	-3,0,hr	0	ligation	Luciferase/Gal4/NeoR/GFP		0		Daniel	1	Stengel2019histone	Stengel	2019	Hiebert	10.1093/nar/gkz816	single	1	1	0	1	1	0	0
Stengel2019histone	SRP194280	SRR8992358		rep1	PRO-seq	H. sapiens	cell line	NUDUL1					control	vehicle	DMSO	-3,0,hr	0	ligation	Luciferase/Gal4/NeoR/GFP		0		Daniel	1	Stengel2019histone	Stengel	2019	Hiebert	10.1093/nar/gkz816	single	1	1	0	1	1	0	0
Stengel2019histone	SRP194280	SRR8992359		rep1	PRO-seq	H. sapiens	cell line	NUDUL1					experimental	treatment	RGFP966(10 microM)	-3,0,hr	0	ligation	Luciferase/Gal4/NeoR/GFP		0		Daniel	1	Stengel2019histone	Stengel	2019	Hiebert	10.1093/nar/gkz816	single	1	1	0	1	1	0	0
Stengel2019histone	SRP194280	SRR8992360		rep1	PRO-seq	H. sapiens	cell line	SUDHL4					control	vehicle	DMSO	-3,0,hr	0	ligation	Luciferase/Gal4/NeoR/GFP		0		Daniel	1	Stengel2019histone	Stengel	2019	Hiebert	10.1093/nar/gkz816	single	1	1	0	1	1	0	0
Stengel2019histone	SRP194280	SRR8992361		rep2	PRO-seq	H. sapiens	cell line	SUDHL4					experimental	treatment	RGFP966(10 microM)	-3,0,hr	0	ligation	Luciferase/Gal4/NeoR/GFP		0		Daniel	1	Stengel2019histone	Stengel	2019	Hiebert	10.1093/nar/gkz816	single	1	1	0	1	1	0	0
Stengel2019histone	SRP194280	SRR8992362		rep2	PRO-seq	H. sapiens	cell line	NUDUL1					control	vehicle	DMSO	-3,0,hr	0	ligation	Luciferase/Gal4/NeoR/GFP		0		Daniel	1	Stengel2019histone	Stengel	2019	Hiebert	10.1093/nar/gkz816	single	1	1	0	1	1	0	0
Stengel2019histone	SRP194280	SRR8992363		rep2	PRO-seq	H. sapiens	cell line	NUDUL1					experimental	treatment	RGFP966(10 microM)	-3,0,hr	0	ligation	Luciferase/Gal4/NeoR/GFP		0		Daniel	1	Stengel2019histone	Stengel	2019	Hiebert	10.1093/nar/gkz816	single	1	1	0	1	1	0	0
Stengel2019histone	SRP194280	SRR8992364		rep1	PRO-seq	H. sapiens	cell line	OCILY1					control	vehicle	DMSO	-3,0,hr	0	ligation	Luciferase/Gal4/NeoR/GFP		0		Daniel	1	Stengel2019histone	Stengel	2019	Hiebert	10.1093/nar/gkz816	single	1	1	0	1	1	0	0
Stengel2019histone	SRP194280	SRR8992365		rep2	PRO-seq	H. sapiens	cell line	OCILY1					control	vehicle	DMSO	-3,0,hr	0	ligation	Luciferase/Gal4/NeoR/GFP		0		Daniel	1	Stengel2019histone	Stengel	2019	Hiebert	10.1093/nar/gkz816	single	1	1	0	1	1	0	0
Stengel2019histone	SRP194280	SRR8992366		rep1	PRO-seq	H. sapiens	cell line	OCILY1					experimental	treatment	RGFP966(10 microM)	-3,0,hr	0	ligation	Luciferase/Gal4/NeoR/GFP		0		Daniel	1	Stengel2019histone	Stengel	2019	Hiebert	10.1093/nar/gkz816	single	1	1	0	1	1	0	0
Stengel2019histone	SRP194280	SRR8992367		rep2	PRO-seq	H. sapiens	cell line	OCILY1					experimental	treatment	RGFP966(10 microM)	-3,0,hr	0	ligation	Luciferase/Gal4/NeoR/GFP		0		Daniel	1	Stengel2019histone	Stengel	2019	Hiebert	10.1093/nar/gkz816	single	1	1	0	1	1	0	0
Stengel2019histone	SRP194280	SRR8992356		rep2	PRO-seq	H. sapiens	cell line	SUDHL4					control	treatment	DMSO	-3,0,hr	0	ligation	Luciferase/Gal4/NeoR/GFP		0		Daniel	1	Stengel2019histone	Stengel	2019	Hiebert	10.1093/nar/gkz816	single	1	1	0	1	1	0	0
Core2012defining	SRP003416	SRR064988	SRZ064988	rep1a	GRO-seq	D. melanogaster	cell line	S2					control	no treatment			0	ligation	None		0		Daniel	1	Core2012defining	Core	2012	Lis	10.1016/j.celrep.2012.08.034	single	0	1	0	0	1	0	0
Core2012defining	SRP003416	SRR064989	SRZ064988	rep1b	GRO-seq	D. melanogaster	cell line	S2					control	no treatment			0	ligation	None		0		Daniel	1	Core2012defining	Core	2012	Lis	10.1016/j.celrep.2012.08.034	single	0	1	0	0	1	0	0
Core2012defining	SRP003416	SRR064990	SRZ064990	rep1a	GRO-seq	D. melanogaster	cell line	S2				RNAi control	control	no treatment			0	ligation	None		0		Daniel	1	Core2012defining	Core	2012	Lis	10.1016/j.celrep.2012.08.034	single	0	1	0	0	1	0	0
Core2012defining	SRP003416	SRR064991	SRZ064990	rep1b	GRO-seq	D. melanogaster	cell line	S2				RNAi control	control	no treatment			0	ligation	None		0		Daniel	1	Core2012defining	Core	2012	Lis	10.1016/j.celrep.2012.08.034	single	0	1	0	0	1	0	0
Core2012defining	SRP003416	SRR064992	SRZ064992	rep1a	GRO-seq	D. melanogaster	cell line	S2				RNAi Nelf	experimental	no treatment			0	ligation	None		0		Daniel	1	Core2012defining	Core	2012	Lis	10.1016/j.celrep.2012.08.034	single	0	1	0	0	1	0	0
Core2012defining	SRP003416	SRR064993	SRZ064992	rep1b	GRO-seq	D. melanogaster	cell line	S2				RNAi Nelf	experimental	no treatment			0	ligation	None		0		Daniel	1	Core2012defining	Core	2012	Lis	10.1016/j.celrep.2012.08.034	single	0	1	0	0	1	0	0
Core2012defining	SRP003416	SRR064994		rep1	GRO-seq	D. melanogaster	cell line	S2					baseline	no treatment			0	ligation	None	Treated with sarkosyl during run-on	0		Daniel	1	Core2012defining	Core	2012	Lis	10.1016/j.celrep.2012.08.034	single	0	1	0	0	1	0	0
Core2012defining	SRP003416	SRR064995	SRZ064995	rep1a	GRO-seq	D. melanogaster	cell line	S2					baseline	no treatment			0	ligation	None	Not treated with sarkosyl during run-on	0		Daniel	1	Core2012defining	Core	2012	Lis	10.1016/j.celrep.2012.08.034	single	0	1	0	0	1	0	0
Core2012defining	SRP003416	SRR064996	SRZ064995	rep1b	GRO-seq	D. melanogaster	cell line	S2					baseline	no treatment			0	ligation	None	Not treated with sarkosyl during run-on	0		Daniel	1	Core2012defining	Core	2012	Lis	10.1016/j.celrep.2012.08.034	single	0	1	0	0	1	0	0
Core2012defining	SRP003416	SRR544876	SRZ544876	rep1a	GRO-seq	D. melanogaster	cell line	S2					baseline	no treatment			0	circularization	None	Circularized library, compared to others that were ligation	0		Daniel	1	Core2012defining	Core	2012	Lis	10.1016/j.celrep.2012.08.034	single	0	1	0	0	1	0	0
Core2012defining	SRP003416	SRR544877	SRZ544876	rep1b	GRO-seq	D. melanogaster	cell line	S2					baseline	no treatment			0	circularization	None	Circularized library, compared to others that were ligation	0		Daniel	1	Core2012defining	Core	2012	Lis	10.1016/j.celrep.2012.08.034	single	0	1	0	0	1	0	0
Core2012defining	SRP003416	SRR544878	SRZ544876	rep1c	GRO-seq	D. melanogaster	cell line	S2					baseline	no treatment			0	circularization	None	Circularized library, compared to others that were ligation	0		Daniel	1	Core2012defining	Core	2012	Lis	10.1016/j.celrep.2012.08.034	single	0	1	0	0	1	0	0
Core2012defining	SRP003416	SRR544879	SRZ544876	rep1d	GRO-seq	D. melanogaster	cell line	S2					baseline	no treatment			0	circularization	None	Circularized library, compared to others that were ligation	0		Daniel	1	Core2012defining	Core	2012	Lis	10.1016/j.celrep.2012.08.034	single	0	1	0	0	1	0	0
Horibata2018erpositive	SRP096173	SRR5150536		rep1	PRO-seq	H. sapiens	cell line	MCF7	Clone B7 (tamoxifen sensitive)				control	no treatment			0	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150537		rep2	PRO-seq	H. sapiens	cell line	MCF7	Clone C11 (tamoxifen sensitive)				control	no treatment			0	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150538		rep1	PRO-seq	H. sapiens	cell line	MCF7	Clone G11 (tamoxifen resistant)				control	no treatment			0	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150539		rep2	PRO-seq	H. sapiens	cell line	MCF7	Clone H9 (tamoxifen resistant)				control	no treatment			0	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150540		rep1	PRO-seq	H. sapiens	cell line	MCF7	Clone B7 (tamoxifen sensitive)				control	vehicle	ethanol	-40,0,min	0	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150541		rep1	PRO-seq	H. sapiens	cell line	MCF7	Clone B7 (tamoxifen sensitive)				experimental	treatment	17-beta-estradiol(100 nM)	-40,0,min	0	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150542		rep1	PRO-seq	H. sapiens	cell line	MCF7	Clone B7 (tamoxifen sensitive)				experimental	treatment	hydroxytamoxifen(1 microM)	-40,0,min	0	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150543		rep1	PRO-seq	H. sapiens	cell line	MCF7	Clone G11 (tamoxifen resistant)				control	vehicle	ethanol	-40,0,min	0	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150544		rep1	PRO-seq	H. sapiens	cell line	MCF7	Clone G11 (tamoxifen resistant)				experimental	treatment	17-beta-estradiol(100 nM)	-40,0,min	0	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150545		rep1	PRO-seq	H. sapiens	cell line	MCF7	Clone G11 (tamoxifen resistant)				experimental	treatment	hydroxytamoxifen(1 microM)	-40,0,min	0	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150546		rep1	PRO-seq	H. sapiens	cell line	MCF7	Clone B7 (tamoxifen sensitive)				control	no treatment			1	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150547		rep1	PRO-seq	H. sapiens	cell line	MCF7	Clone B7 (tamoxifen sensitive)				experimental	treatment	GDNF(10 ng/mL)	-1,0,hr	1	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150548		rep1	PRO-seq	H. sapiens	cell line	MCF7	Clone B7 (tamoxifen sensitive)				experimental	treatment	GDNF(10 ng/mL)	-24,0,hr	1	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150549		rep2	PRO-seq	H. sapiens	cell line	MCF7	Clone C11 (tamoxifen sensitive)				control	no treatment			1	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150550		rep2	PRO-seq	H. sapiens	cell line	MCF7	Clone C11 (tamoxifen sensitive)				experimental	treatment	GDNF(10 ng/mL)	-1,0,hr	1	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150551		rep2	PRO-seq	H. sapiens	cell line	MCF7	Clone C11 (tamoxifen sensitive)				experimental	treatment	GDNF(10 ng/mL)	-24,0,hr	1	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150552		rep1	PRO-seq	H. sapiens	cell line	MCF7	Clone G11 (tamoxifen resistant)				control	no treatment			1	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
Horibata2018erpositive	SRP096173	SRR5150553		rep1	PRO-seq	H. sapiens	cell line	MCF7	Clone G11 (tamoxifen resistant)				experimental	treatment	GDNF(10 ng/mL)	-1,0,hr	1	ligation	None		0		Daniel	1	Horibata2018ERpositive	Horibata	2018	Danko	10.1371/journal.pone.0194023	single	1	0	0	0	0	0	0
